Handle,Title,Body (HTML),Vendor,Product Category,Type,Tags,Published,Option1 Name,Option1 Value,Option2 Name,Option2 Value,Option3 Name,Option3 Value,Variant SKU,Variant Grams,Variant Inventory Tracker,Variant Inventory Qty,Variant Inventory Policy,Variant Fulfillment Service,Variant Price,Variant Compare At Price,Variant Requires Shipping,Variant Taxable,Variant Barcode,Image Src,Image Position,Image Alt Text,Gift Card,SEO Title,SEO Description,Google Shopping / Google Product Category,Google Shopping / Gender,Google Shopping / Age Group,Google Shopping / MPN,Google Shopping / Condition,Google Shopping / Custom Product,Google Shopping / Custom Label 0,Google Shopping / Custom Label 1,Google Shopping / Custom Label 2,Google Shopping / Custom Label 3,Google Shopping / Custom Label 4,Variant Image,Variant Weight Unit,Variant Tax Code,Cost per item,Included / United States,Price / United States,Compare At Price / United States,Included / International,Price / International,Compare At Price / International,Status
nemesis-lockdown-space-cats,Nemesis Lockdown: Space Cats,<span>Set of alternative sculpts to each Alien race's cat from Lockdown. These models are purely cosmetic/collector's items and have no additional gameplay value.</span><br><br><span>Contents:</span><br><span>1 Night Stalker Cat</span><br><span>1 Chytrid Cat</span>,ASMODEE,Toys & Games > Games > Board Games,Board Game,"adventure games, boardgame, new, strategy",true,Title,Default Title,,,,,ASMNEMLD03,408.233133,shopify,3,deny,manual,24.99,39.99,true,true,5907222999851,https://cdn.shopify.com/s/files/1/0749/3337/1164/files/asmnemld03_web_box_3d_r.jpg?v=1697063301,1,,false,,,,,,,,,,,,,,,lb,,10.00,true,,,true,,,active
nemesis-terrain-pack-expansion,Nemesis: Terrain Pack Expansion,"<span>A perfect addition for players looking to immerse themselves in the highly thematic world of Nemesis, this terrain pack populates the game board with highly detailed minis to help create a sense of suspense and dread!</span><br><br><span>Contents:</span><br><span>12 plastic doors miniatures</span><br><span>8 plastic eggs miniatures</span><br><span>4 plastic Escape Pods miniature</span><br><span>5 plastic Dead bodies miniature</span>",ASMODEE,Toys & Games > Games > Board Games,Board Game,"adventure games, boardgame, new, strategy",true,Title,Default Title,,,,,ASMNEM06,952.543977,shopify,3,deny,manual,30.00,59.99,true,true,5907222999233,https://cdn.shopify.com/s/files/1/0749/3337/1164/files/asmnem06_web_box_3d_l.jpg?v=1697063208,1,,false,,,,,,,,,,,,,,,lb,,15.00,true,,,true,,,active
nemesis-terrain-pack-expansion,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0749/3337/1164/files/asmnem06_web_3content.jpg?v=1697063210,2,,,,,,,,,,,,,,,,,,,,,,,,,,
nemesis-terrain-pack-expansion,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0749/3337/1164/files/asmnem06_web_1content.jpg?v=1697063212,3,,,,,,,,,,,,,,,,,,,,,,,,,,
nemesis-terrain-pack-expansion,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0749/3337/1164/files/asmnem06_web_2content.jpg?v=1697063215,4,,,,,,,,,,,,,,,,,,,,,,,,,,
nemesis-alien-kings-expansion,Nemesis: Alien Kings Expansion,<span>Set of alternative sculpts to each Alien race's Queens. These models are purely cosmetic/collectors items and have no additional gameplay.</span><br><br><span>Contents:</span><br><span>1 Intruder king</span><br><span>1 Voidseer king</span><br><span>3 Carnomorph king</span>,ASMODEE,Toys & Games > Games > Board Games,Board Game,"adventure games, boardgame, new, strategy",true,Title,Default Title,,,,,ASMNEM05,952.543977,shopify,3,deny,manual,40.00,79.99,true,true,5907222999257,https://cdn.shopify.com/s/files/1/0749/3337/1164/files/asmnem05_web_box_3d_l.jpg?v=1697063132,1,,false,,,,,,,,,,,,,,,lb,,17.50,true,,,true,,,active
nemesis-alien-kings-expansion,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0749/3337/1164/files/asmnem05_web_1back.jpg?v=1697063134,2,,,,,,,,,,,,,,,,,,,,,,,,,,
nemesis-alien-kings-expansion,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0749/3337/1164/files/asmnem05_web_3content.jpg?v=1697063137,3,,,,,,,,,,,,,,,,,,,,,,,,,,
nemesis-alien-kings-expansion,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0749/3337/1164/files/asmnem05_web_2content.jpg?v=1697063139,4,,,,,,,,,,,,,,,,,,,,,,,,,,
nemesis-voidseeders-expansion,Nemesis: Voidseeders Expansion,"<span data-mce-fragment=""1"">You already know what it feels to be chewed by an Intruder? Do you know the feeling of what it is like to run from a Night Stalker through a Mars base?</span><br data-mce-fragment=""1""><br data-mce-fragment=""1""><span data-mce-fragment=""1"">Do you want to know what it's like to be brainwashed by a Voidseeder?</span><br data-mce-fragment=""1""><br data-mce-fragment=""1""><span data-mce-fragment=""1"">You are in the right place.</span><br data-mce-fragment=""1""><br data-mce-fragment=""1""><span data-mce-fragment=""1"">This is a new Alien race with its own mechanics, new nightmare fuel monster miniatures, and a totally new experience.</span><br data-mce-fragment=""1""><br data-mce-fragment=""1""><span data-mce-fragment=""1"">Compatible with Classic Nemesis, Aftermath and Lockdown.</span><br data-mce-fragment=""1""><br data-mce-fragment=""1""><span data-mce-fragment=""1"">Contents:</span><br data-mce-fragment=""1""><span data-mce-fragment=""1"">1 Despoiler</span><br data-mce-fragment=""1""><span data-mce-fragment=""1"">1 Stalker</span><br data-mce-fragment=""1""><span data-mce-fragment=""1"">6 Lurkers</span><br data-mce-fragment=""1""><span data-mce-fragment=""1"">3 Lairs</span><br data-mce-fragment=""1""><span data-mce-fragment=""1"">4 Whisperers</span><br data-mce-fragment=""1""><span data-mce-fragment=""1"">70+ Cards</span><br data-mce-fragment=""1""><span data-mce-fragment=""1"">25+ other components</span>",ASMODEE,Toys & Games > Games > Board Games,Board Game,"adventure games, boardgame, new, strategy",true,Title,Default Title,,,,,ASMNEM02,1406.136347,shopify,3,deny,manual,50.00,79.99,true,true,5907222999530,https://cdn.shopify.com/s/files/1/0749/3337/1164/files/asmnem02_web_box_3d_l.jpg?v=1697063070,1,,false,,,,,,,,,,,,,,,lb,,20.00,true,,,true,,,active
nemesis-voidseeders-expansion,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0749/3337/1164/files/asmnem02_web_1back.jpg?v=1697063070,2,,,,,,,,,,,,,,,,,,,,,,,,,,
boooop,BOOoop.,"<p><strong>A limited, Halloween edition of boop. </strong></p>
<p>Every time you place a kitten on the bed, it goes “boop.” Line up 3 kittens in a row to graduate them into cats… and then, get 3 cats in a row to win. But that isn’t easy with both you AND your opponent constantly “booping” kittens around. </p>
<p>It’s like… herding cats!</p>
<p><strong>And now, things just got boopier and spoopier - </strong></p>
<p>with<span> </span><strong>NEW Ghost Cats</strong><span> </span>that float between the spaces. And so scary, cats will leap right over each other to get away!</p>
<br data-mce-fragment=""1""><br data-mce-fragment=""1"">
<p data-mce-fragment=""1""><span data-mce-fragment=""1""><strong data-mce-fragment=""1"">Players</strong>: 2 </span><br data-mce-fragment=""1""><span data-mce-fragment=""1""><strong data-mce-fragment=""1"">Ages</strong>: 10 and up</span><br data-mce-fragment=""1""><span data-mce-fragment=""1""><strong data-mce-fragment=""1"">Time</strong>: 25-35 minutes</span><br data-mce-fragment=""1""><span data-mce-fragment=""1""><strong data-mce-fragment=""1"">Mechanic</strong>: Grid Movement, Pattern Building</span><br data-mce-fragment=""1""><span data-mce-fragment=""1""><strong data-mce-fragment=""1"">Complexity</strong>: Medium Light</span></p>
<p data-mce-fragment=""1""><br data-mce-fragment=""1""><span data-mce-fragment=""1""><strong data-mce-fragment=""1"">Contents</strong>: </span><br data-mce-fragment=""1"">Quilted fabric game board <br data-mce-fragment=""1"">(which sits on the back of the box as a bed frame)<br data-mce-fragment=""1"">34 wood cat and kitten pieces all Halloween themed </p>
<p data-mce-fragment=""1""> </p>
<br>",SMIRK & DAGGER,Toys & Games > Games > Board Games,Board Game,"2-player games, boardgame, new, recommended, strategy",true,Title,Default Title,,,,,SND1013,589.670081,shopify,2,deny,manual,27.50,34.99,true,true,894769000308,https://cdn.shopify.com/s/files/1/0749/3337/1164/files/snd1013_web_box_3d_l.jpg?v=1694576853,1,,false,,,,,,,,,,,,,,,lb,,19.59,true,,,true,,,active
boooop,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0749/3337/1164/files/snd1013_web_contents.jpg?v=1694576854,2,,,,,,,,,,,,,,,,,,,,,,,,,,
boooop,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0749/3337/1164/files/693f33_2d0e3368e88c4bf399d0bb9a110060f4_mv2.jpg?v=1697424588,3,,,,,,,,,,,,,,,,,,,,,,,,,,
boooop,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0749/3337/1164/files/pic7774130.jpg?v=1697424697,4,,,,,,,,,,,,,,,,,,,,,,,,,,
boooop,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0749/3337/1164/files/81jHzeIHWBL._AC_SL1500.jpg?v=1697425351,5,,,,,,,,,,,,,,,,,,,,,,,,,,
boop,boop.,"<p>Every time you place a kitten on the bed, it goes “boop.” Which is to say that it pushes every other kitten next to it on the board one space away. Line up three kittens in a row to graduate them into cats… and then, get three cats in a row to win.</p>
<p>But that isn’t easy with both you AND your opponent constantly “booping” kittens around. It’s like… herding cats!</p>
<p>Can you “boop” your cats into position to win? Or will you just get “booped” right off the bed?</p>
<p><span data-mce-fragment=""1""><strong>Players</strong>: 2 </span><br><span data-mce-fragment=""1""><strong>Ages</strong>: 10 and up</span><br data-mce-fragment=""1""><span data-mce-fragment=""1""><strong>Time</strong>: 20-30 minute play time </span><br><span data-mce-fragment=""1""><strong>Mechanic</strong>: Grid Movement, Pattern Building</span><br><span data-mce-fragment=""1""><strong>Complexity</strong>: Light</span></p>
<p><br><span data-mce-fragment=""1""><strong>Contents</strong>: </span><br>Quilted fabric game board <br>(which sits on the back of the box as a bed frame)<br>32 wood cat and kitten pieces<br><span data-mce-fragment=""1""></span></p>
<p> </p>
<p> </p>",SMIRK & DAGGER,Toys & Games > Games > Board Games,Board Game,"2-player games, boardgame, new, strategy",true,Title,Default Title,,,,,SND1009,498.951607,shopify,3,deny,manual,28.00,34.99,true,true,894769000254,https://cdn.shopify.com/s/files/1/0749/3337/1164/files/693f33_82e69d54f21d4b52b206558b090f1a7b_mv2.png?v=1697421099,1,,false,,,,,,,,,,,,,,,lb,,19.59,true,,,true,,,active
boop,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0749/3337/1164/files/693f33_ca4d504edc624117a0d4c2031f87f70a_mv2.png?v=1697421542,2,,,,,,,,,,,,,,,,,,,,,,,,,,
boop,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0749/3337/1164/files/693f33_0703ebc7d0c24f118955909d0df47b2a_mv2.png?v=1697421542,3,,,,,,,,,,,,,,,,,,,,,,,,,,
boop,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0749/3337/1164/files/pic7739219.jpg?v=1697421542,4,,,,,,,,,,,,,,,,,,,,,,,,,,
clank-legacy-acquisitions-inc,CLANK! Legacy: Acquisitions Inc,"<span data-mce-fragment=""1"">The 9-to-5 of adventuring can be such a grind. Pesky gremlins, sinister vampires, and a giant dragon all stand between you and the treasure you so rightfully deserve. But you're not in it alone. In CLANK! Legacy: Acquisitions Incorporated, you're part of the greatest adventuring company in all of the planes⁠—and you may just end up saving the world!</span><br data-mce-fragment=""1""><br data-mce-fragment=""1""><span data-mce-fragment=""1"">In this Legacy game, you'll work with and against your co-adventurers through a 10+ game campaign. Your successes, failures, and choices will permanently affect the game and the world around you as your journey unfolds, resulting in a unique Clank! game you can continue to play after the campaign. The story may end, but the adventure continues!</span><br data-mce-fragment=""1""><br data-mce-fragment=""1""><span data-mce-fragment=""1"">Ages 13+</span><br data-mce-fragment=""1""><span data-mce-fragment=""1"">2-4 players</span><br data-mce-fragment=""1""><span data-mce-fragment=""1"">90-120 minute playtime</span><br data-mce-fragment=""1""><br data-mce-fragment=""1""><span data-mce-fragment=""1"">Contents:</span><br data-mce-fragment=""1""><span data-mce-fragment=""1"">1 Two-sided game board</span><br data-mce-fragment=""1""><span data-mce-fragment=""1"">1 Franchise board</span><br data-mce-fragment=""1""><span data-mce-fragment=""1"">300+ cards</span><br data-mce-fragment=""1""><span data-mce-fragment=""1"">100+ tokens</span><br data-mce-fragment=""1""><span data-mce-fragment=""1"">140+ cubes</span><br data-mce-fragment=""1""><span data-mce-fragment=""1"">4 Player Miniatures</span><br data-mce-fragment=""1""><span data-mce-fragment=""1"">1 Dragon Miniature</span><br data-mce-fragment=""1""><span data-mce-fragment=""1"">1 Cloth Dragon Bag</span><br data-mce-fragment=""1""><span data-mce-fragment=""1"">1 Book of Secrets</span><br data-mce-fragment=""1""><span data-mce-fragment=""1"">Sticker Sheets</span><br data-mce-fragment=""1""><span data-mce-fragment=""1"">Rulebook</span>",DIRE WOLF DIGITAL,Toys & Games > Games > Board Games,Board Game,"2-player games, adventure games, boardgame, campaign games, new, strategy",true,Title,Default Title,,,,,DWD2001,3583.379723,shopify,3,deny,manual,80.00,100.00,true,true,810058800169,https://cdn.shopify.com/s/files/1/0749/3337/1164/files/ren02037_web_box_3d_l_1.jpg?v=1694575874,1,,false,,,,,,,,,,,,,,,lb,,57.00,true,,,true,,,active
clank-catacombs,CLANK! Catacombs,"<span data-mce-fragment=""1"">Leave the board behind with CLANK! Catacombs, a stand-alone deck-building adventure!</span><br data-mce-fragment=""1""><br data-mce-fragment=""1""><span data-mce-fragment=""1"">The catacombs of the skeletal dragon Umbrok Vessna are mysterious and dangerous. Portals transport you all around the dungeon depths. Wayshrines offer vast riches to intrepid explorers. Prisoners are counting on you to free them. Ghosts, once disturbed, may haunt you to death.</span><br data-mce-fragment=""1""><br data-mce-fragment=""1""><span data-mce-fragment=""1"">Each trip into the catacombs is unique, as you lay tiles to create the dungeon. You can play using only the all-new Dungeon Deck, or include cards from previous CLANK! expansions.</span><br data-mce-fragment=""1""><br data-mce-fragment=""1""><span data-mce-fragment=""1"">Find your fortune (and escape the dragon!) in CLANK! Catacombs.</span><br data-mce-fragment=""1""><br data-mce-fragment=""1""><span data-mce-fragment=""1"">2-4 players</span><br data-mce-fragment=""1""><span data-mce-fragment=""1"">Ages 13+</span><br data-mce-fragment=""1""><span data-mce-fragment=""1"">45-90 minute play time</span><br data-mce-fragment=""1""><br data-mce-fragment=""1""><span data-mce-fragment=""1"">Contents:</span><br data-mce-fragment=""1""><span data-mce-fragment=""1"">29 Dungeon Tiles</span><br data-mce-fragment=""1""><span data-mce-fragment=""1"">Clank! Board</span><br data-mce-fragment=""1""><span data-mce-fragment=""1"">180+ Cards</span><br data-mce-fragment=""1""><span data-mce-fragment=""1"">140+ Punch Tokens</span><br data-mce-fragment=""1""><span data-mce-fragment=""1"">Market Board</span><br data-mce-fragment=""1""><span data-mce-fragment=""1"">30 Cubes and 1 Player Marker, in 4 player colors</span><br data-mce-fragment=""1""><span data-mce-fragment=""1"">24 Dragon Cubes</span><br data-mce-fragment=""1""><span data-mce-fragment=""1"">5 Ghost Cubes</span><br data-mce-fragment=""1""><span data-mce-fragment=""1"">Cloth Dragon Bag</span><br data-mce-fragment=""1""><span data-mce-fragment=""1"">Dragon Marker</span><br data-mce-fragment=""1""><span data-mce-fragment=""1"">Rules</span>",DIRE WOLF DIGITAL,Toys & Games > Games > Board Games,Board Game,"2-player games, adventure games, boardgame, card games, new, strategy",true,Title,Default Title,,,,,DWD02006,1814.36948,shopify,3,deny,manual,48.00,60.00,true,true,810058800145,https://cdn.shopify.com/s/files/1/0749/3337/1164/files/dwd02006_web_front_1.jpg?v=1696280094,1,,false,,,,,,,,,,,,,,,lb,,34.20,true,,,true,,,active
clank-catacombs,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0749/3337/1164/files/Components.png?v=1696280094,2,,,,,,,,,,,,,,,,,,,,,,,,,,
clank-catacombs,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0749/3337/1164/files/ClankCatacombsComponents.jpg?v=1697165492,3,,,,,,,,,,,,,,,,,,,,,,,,,,
clank-catacombs,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0749/3337/1164/files/CatacombsComponents.jpg?v=1697165519,4,,,,,,,,,,,,,,,,,,,,,,,,,,
clank-catacombs,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0749/3337/1164/files/CC_DesignDiary_Image2.png?v=1697165531,5,,,,,,,,,,,,,,,,,,,,,,,,,,
clank-catacombs,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0749/3337/1164/files/CC_DesignDiary_Image3.png?v=1697165532,6,,,,,,,,,,,,,,,,,,,,,,,,,,
clank-catacombs,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0749/3337/1164/files/CC_DesignDiary_Image4.png?v=1697165535,7,,,,,,,,,,,,,,,,,,,,,,,,,,
clank-catacombs,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0749/3337/1164/files/CC_DesignDiary_Image13.png?v=1697165540,8,,,,,,,,,,,,,,,,,,,,,,,,,,
