objectid,mfgid
103649,1900
103649,01900
191572,54566G
214293,514326
239840,57020G
244258,SFG030
173634,SFG019
142402,SFG014
212662,SFG026
146330,SFG015
168857,SFG020
146329,SFG016
234071,SFG028
234071,SFG00028
196213,SFG025
159683,SFG018
158222,SFG017
173959,SFG021
258289,SFG031
302181,SFG035
286882,SFG00033
286882,SFG033
257674,"Nice Game Publishing"
59,KOS681616
59,681616
932,51850G
987,DEC091527
1116,13118
40832,740160
40832,7401600
59753,"RGG 408"
59753,13097
153623,ABA06141
25417,FFGBattleloreRepurposedFrench
122,5730
122,05730
1334,688714
8170,4098626
8170,54995
23686,4015566031500
23686,HE064
27356,49073
30241,7640
30241,07640
32116,6048
40425,4001504481964
40425,48196
118000,03121
154003,PEG51891G
154003,51891G
203731,SFDS-004
203717,SFDS-005
202955,SFDS-010
203724,SFDS-007
202838,SFDS-011
285976,SFDS-003
189,MFG50590
189,687717
1293,A04211010
5406,GS5085
5406,618-5085
11945,HEI00063
25951,76037
32441,M9108
34373,49006
35572,4011898130829
35572,13082
38548,4015566008113
38548,2FS00012
100679,MATSULT1
130877,HE459
130877,HE451
148290,BO-904192
148290,00701
228133,PHGD0021
204005,SFDS-015
204004,SFDS-017
203728,SFDS-012
204007,SFDS-016
16,685515
4583,10015458
4583,91-69012
40770,690205
40770,6902050
58602,60551
193210,MATSDST1
281198,MUH052031
21763,MRJ04ASM
21763,MRJ04
257056,AAX14001
286265,RGS2058
286265,RGS02058
2633,10V61015442V10
30933,8071
289559,RGS2049
289559,RGS02049
166298,GOT1002
166298,GOT1003
264239,LK0107
180974,PTN101
180974,CMNPTN101
247115,AEG6263
247115,ALD06263
282426,RGS02044
444,"26098 0"
444,26098
12681,350207
15033,26357
21641,49081
34320,ABA06081
36367,HE412
156373,43731600
156373,08155
274094,RGS00859
322124,RGS2195
322124,RGS02195
274095,RGS00866
274092,RGS0865
309869,RGS02131
322121,RGS2165
322121,RGS02165
235591,iZM005
9,HIG48120
200,GSS6186463
5795,RAV27147
5795,27144
22278,615.297.0
22278,6044
25674,HE069
28025,WW01US
28025,ASM-DB01US
40444,49210
117914,LFCABC136
117914,54545G
160968,GFND0005
213492,513794
155,006
371,USGMR200
1038,JTXC
9028,95259186
9408,AA_97870458
9408,696122
19679,PIP1006D
25234,690632
29109,HEI00132
29109,HE132
34599,690366
34599,6903660
42743,876898
135116,18314G
135654,ARP01008
188076,TAL002
188076,"Taluva Deluxe"
257058,DLP01027
309870,RGS02132
122323,ASI0152
267545,SURKLWES004EN
267545,KOL-WES-004-091
270728,KL-WES005-EN
270728,KOL-WES-005-092
250843,ZCS002
545,KAL01
545,Ystari
12632,24700
20080,60421
20080,6042
22287,7007
29410,202VLY
38749,690649
38749,6906490
40214,ASMBombay
40214,BOM01US
41003,699277
41003,6992770
86955,17135G
154443,HUMAD01
182120,HIST01
286751,ZCD001
908,681012
1419,GCPY
1419,724
3154,690113
4529,692117
6281,6049
19650,6620
19650,00620
27172,48168
104994,51420G
118402,6091
150146,332080
180325,05330
179158,GUF005
180483,GUF019
180236,GUF020
228719,GUF036
228719,GUGGUF036
229316,GUF035
229316,GUGGUF035
251723,ZCS003
218995,48283752
4471,5032
4505,694664436
6539,"EGD 2763"
6539,FORM
21754,ABA06061
57163,33091
110524,CZ024
110524,CZ024OKT12
171630,43711723
171630,HE755
230408,C18151020
139865,GUG0013
237391,SWX67
257380,QG1012CTG
257380,B07KSHHPH3
2539,na
2539,DO011
4553,13
5419,69063
17104,4042677700599
17104,6680
18803,212
18803,002120
20295,7500
35248,6050
38797,4260149565020
38797,KS002
65200,ASMAST01US
135262,B7389
163920,002863
171226,30591
171226,003059
179835,ARP00161
234521,300-01-04
270168,54810G
403,MFG04114
403,MFG4114
5576,5404
8552,6117
17970,0653569263180
17970,216430000AVH
21464,ABA04061
30932,Lascaux
34004,49002
73313,18280G
160561,HE746
568,990
935,MFG04502
935,MF4502
6263,08032
47046,0824968725610
47046,200511
192343,BAN003BU
192343,177631QSF
243696,SSP48277
245645,10321
271512,GHE117
834,G986
1002,ABA08983
1493,32
63539,69254
92643,RGGA39
127312,601105051
3828,QUG60931
10814,4015682241005
10814,601124100
12171,LE0001
28218,6047
55834,51226
63740,300203
65568,340
65568,00340
161527,MFG3221
220780,514838
224031,6849
236305,KOL040
251723,CMND1213
257733,6023SG
257733,STG06023
256999,PEL001
321,"26 076 8"
321,260768
24568,7640109594418
24568,863919
31506,AM7950
31506,07950
42244,200180
63167,ZMG7082
63167,7082ZMG
69552,51880G
217362,54568G
5711,RK1253
27298,0681706070179
27298,7017
36739,TY02
40234,4007396096002
40234,09600
107635,6074
184704,NSKD0011
218179,MTGPRIN001
234120,LAU00052
222,0655132001472
222,RGG147
3208,4005556263028
34227,26485
130827,na
128938,ALG1003
128938,SG_B00JZW0CVQ_US
102,20
202,03451
11231,N1390
37198,45086
54735,6907000
143994,DFICDC001
202732,HORD0001
203270,GRC-60
15046,41504
15047,2106901
17274,68001186
26696,40786
27532,20615
81250,00913
90041,33113
436,120
436,04971
13089,ABA06043
13530,ABA08043
17988,"RGG 074"
17988,350030
34585,699581
34585,6995810
118023,699581
118023,6995810
155827,51066G
171672,18119G
203719,51079G
539,6111047
8273,20240
34010,"KOS 690267"
34010,6902670
126750,FISKY01
175334,WI305
194100,MFG4140
194100,MF4140
259038,20182
39861,DOW730011
31638,ALMEMAP
31638,200469
37918,0824968818794
37918,DOW7309
1448,MFG0484
10206,"26343 1"
165477,FBA_20040
165477,20040
182074,ARG00019
203759,CZE02095
240465,LUDD0008
244794,FKS6929640
65990,na
65990,51210G
102159,na
102159,"CWA - CHA01"
158392,0252
146,EGS1781
864,7L-KCOJ-E0X0
941,7002
11081,"WM 70160"
11081,"7016 0"
24416,STY01
83629,r644438
83629,691301
95613,QUE60733
95613,60733QNG
126912,TR-2013-002
191543,ABA06161
1899,48113
16320,190606
40761,60541
1197,6330
1197,506CGD
1309,Q6017
1309,6017
1644,1000
1644,TIPP-10006
6657,601VLY
13511,OBG7007
13511,7007
31897,693329
31897,6933290
34166,49001
63975,49008
63975,225739
161757,OWG0401
229006,ZMND0006
21022,4005556272242
21022,27224
27117,200488
39088,4015682285009
39088,601128500
55705,528408
55705,6383
137238,332277
162041,51364
164237,10050
177702,FNFW51US01
4,KOS683719
4,683719
1070,4032066071102
4522,SEL03571
11182,103
41658,4250231759000
41658,19000
124545,LDR143000
160669,LDR143000
48,4002051687915
2379,04257
9342,26909
15474,MT061
172073,ABA08151
6209,"FFG VA34"
23142,"FFG VA34"
13530,0655132002547
13530,254
110102,CK006
110102,101
155827,217JPG
183959,869691000108
203719,KMA001
8017,5000
16933,17190G
21709,08061
29678,51950G
31449,0689076522496
31449,5513659
118703,na
201920,PMUS01PGS
1803,601121400
2542,1910
15209,LINJA
15209,FOX-LINJA
25605,6630
38387,49005
153480,601105058
154479,IEL51144
566,"618 9656"
566,6189656
4862,19623100
6607,17140G
118337,60841QNG
118337,Q60843
159209,unknown
159209,06802
90016,49238
198836,PGS206
4154,43873
15167,26364
22479,0820IR8OS7W
22479,WIZ0665
27940,TY01
40816,NX005
124490,Aztlan
124490,HE447
283212,DWGMDS100
162152,4630
193485,FSG02003
212551,08819908038
212551,4042
283474,FFGD4637
661,RIO184
661,184RGG
5281,76020
35293,"KOS 690625"
35293,6906250
71272,LAU00001
135888,HE578
193083,267040
193083,26704
240892,51409
841,"27 001 9"
841,270019
62030,8033532950118
62030,GX008
76247,MDG4297
2938,5370
2938,05370
10682,A&T
18931,15317
26138,200311
27306,606.011.7
27306,7330
253776,60040199085
155802,MATSKOR1
988,22400
33911,MFG04106
33911,MFG4106
102835,WGG01107
157779,790016
602,HX001
6627,JOL300
9962,17320G
82610,182451010
221233,62057
134,682019
376,KOS681814
376,4002051681814
20761,875082
21854,ZOBOU
21854,601126100
27802,622.504.7
27802,6901440
37739,8717249192961
37739,PH042
142432,001009
226562,20175
1515,B2141802
8232,76022
27710,699093
91817,GWSQU
91817,408
151456,211JPG
146880,CZE02066
203462,51333
28723,4102637
249833,E1870102
736,0300
736,00300
7976,144995
13875,GKQO
13875,1059
139629,859573004300
147030,WOT01US
181084,43891454
149975,26996
9653,8053
9653,08053
193614,36171
230505,ABA38181
220836,SCO0011
4425,999-QWI04
4425,190028
19878,08056
41064,51902G
41064,HE139
2844,2005
25409,24843
25409,26400
35801,4038106058027
35801,5802
42713,WLS000
42713,WEL00000
182638,5FECC69B8C
244082,880369
234049,02144
93193,GSUH1032
93193,SG_B075VC79D4_US
10445,966841
194301,GMRGSUF6100
2375,10061
22822,HE165
19370,00420
142039,XXX_B00C7L4Z10
250439,ATG01421
12995,DT01
12995,20135
2593,000123
120425,CCCD10312011
891,5010994415723
891,16577100
158861,GEG1009
152471,FBA_87053
152471,MAN-01
184337,RI011-413
260505,FLK76
66771,WGG01009
264239,22160107
17419,5649845
17419,693107
104557,48213
159205,90035
188825,A50009
22111,6313
33071,26443
117549,02940
300,3030
300,4099604
3208,0655132001960
3208,196
7538,4321
7538,4099606
83629,AGHB01
83629,IMG1660
1219,26001
25224,EPRHERMA
320,51332
3955,BAN01
2993,CARC03
5405,88124
25669,51005
142060,JPG205
142060,205
142069,JPG207
142069,207
142073,331400
142073,208
154659,na
156864,JPG227
156864,SG_B00I3FNAZQ_US
1502,ASMHOT01UK
1502,HOT01
27760,"MFG 3079"
27760,CN3079
244428,RHLH001
73306,FFGAGameofThronesLCGKingsofthe
20038,"MFG 3112"
1137,4360826
4100,682712
4101,695514
22766,680053
27760,693305
34691,6934040
110,49090
176,332199
176,1802SJG
9342,0655132002431
9342,243RGG
19650,ZMG7009
22889,HAS40202
24764,13585
24764,9423
63740,ZMG7055
63740,7055
78750,54520E
3394,141202
3394,40046
8633,040119631102
8633,5023117457364
13287,QUG60317
35289,PHA6026
99791,GSCONRE01
162580,52715
1625,41413
25821,A0800634
25821,KG02B
45986,VLY402A
260909,01310
260911,01301
260911,1301
260912,01307
260915,01304
260916,01303
26147,6016679
26147,51148
260788,51426
69552,SG8001
69552,8001SG
260920,01300
189056,51287
136249,VOOD
4636,518
5072,CBM1
5072,04142
186625,01362
186625,1362
136890,WOG-090
174095,57016G
201446,HPSRE10101
154602,"I 51179"
139666,TCI016
191624,STG00002
220226,68538
310,"bar code 45708-00825"
240822,ONK0001TRK
360,1321642
6248,803004406027
55863,001
55863,NA
266771,NGX-TMP-G001
266771,NGX-TMPG001
192906,EAG01828
59418,FRD101239N
118618,473
118618,RIO473
16494,4010350603284
16494,55RGG
13809,DT02US
263421,CGA04000
268620,HG027
268620,LUMHG027
325562,MDSXCUT0995
304679,PAN202007
184663,GOT1004
590,"3020 1"
25645,602.249.5
25645,26422
13729,6041
14017,MFG04107
14017,MFG4107
27380,"HBO 14579100"
27380,14579100
246646,LK0104
277662,343
319398,601105120
120305,26574
150485,827714010015
268,RK1138-944
268,"Hans im Gluck"
142197,331380
142197,TPSUS01
164448,ULID0061
36325,DV1003
485,ABA06082
15180,191261
182605,48247
216482,10161
1806,SSP40801
111379,4680
305513,FFGD1149
122598,APV001
147101,na
17534,691523
17534,6915230
4862,C0419
864,9535029
864,WK0211
75358,QUG60711
416,"0 45802252608"
416,2526
891,16577
1962,IMG1617
3958,GG914-01
4041,WNM1065
4041,1065
4492,n-1
4492,TRIV20
4864,K8817
4864,45042
32688,K8817
32688,45042
12372,G09847
27389,BOX-00433
257047,DLP01025
169075,na
25594,RIO304
25594,304RGG
27690,0655132003131
27690,313
29549,0655132002424
29549,RGG325
40845,690663
40845,6906630
41289,FFGGOT44E
41393,FFGCT17E
41451,9781589949836
41451,CT19
41452,9781589949836
41452,CT19
8450,19036
8450,4098687
33581,ww5161
33581,5161
93577,MFG04404
93577,"MFG 4044"
938,1148
19591,RIO066
19591,66RGG
122831,186998
125315,15
125315,"ASI 0050"
153425,692230
268493,MECHRES
268493,RESMECH
31784,CARC07
265,3760
2807,COK02N
155958,5514880
6552,Cashflow101
6552,4098375
24067,2140
8916,041385
245658,CC177
607,"GWR 102"
9616,MFG4101
31075,655132003421
31075,342RGG
65516,MFG04403
65516,5510863
122701,10000GAG
129029,34602
142451,TX-00209
267590,CGA03000
152216,11187
9675,4099009
9675,MFG3304
122701,1302
142197,"I 51102"
220784,IEL51479
38694,TYV09013
38694,09013TOY
19081,TGMSL02
55705,BOX-01644
55705,1644
158093,247TOYS043
68280,FFGGOT56E
68280,GOT56
21380,001
227837,RGS0576
209940,10634
228719,8439
90850,48220
125403,48228
34829,86200
156750,FYX34603
212382,6356
6281,A02
6281,60491
172592,RIO01407
298055,22501419
177078,9780786947485
177078,21544
132244,HSB98909
132244,98909
245658,HG034
202026,21126
29118,9781588465429
29118,80720WWP
4103,90532
43152,3558380008156
41,CS01
904,DF01
1345,GEN01
1345,Filosofia
2093,37202
16747,TUM002
105,AA99590114
826,20424
16986,8582
32195,00033-06
67178,WALI01
192661,LIB0002
268684,04030209004
41835,5702014589735
41835,190721
156189,2430
284354,FFGD1138
15045,042332
22254,51466
37198,45086XXXX
103469,RI069-304
22822,VA42
23665,VA38
15817,ZOMAN
38643,VA52
160757,EI-3645
160757,EI-3404
24976,VA43
24976,VA433P
36722,9781589944596
36722,VA59
152823,1241
2640,"PDN 52201"
159469,JSG-OR
159469,.
177939,WZK72149
177939,WK72149
220784,51479
590,1020
208804,AEG7018
208804,ALD07018
21855,ZOFLU
21855,601125900
156831,"DOW 730023"
164506,G517
55165,CEPBSK09
72800,CEPRDZ10
141653,43383-670
307109,MNGKOM001
63214,51031G
88996,FBA_STANDARD
58099,4010350605721
58099,60572QUG
13976,0681706070148
13976,7014
33159,ZMG4046
33159,4046
283871,JUM19739
10659,4260061720989
10659,MMM00012
216,KN07
461,48118
229316,CMN1201
9792,8032611690112
9792,69011
26472,6366
45319,69079
45319,6907930
147183,IEL51108
147183,"I 51108"
40788,9781589944350
40788,GOT38
40919,9781589944367
40919,GOT39
40920,FFGGOT40
40920,GOT40
40922,9781589944398
40922,GOT42
42668,FFGGOT46
42668,GOT46
185104,MN104-375
116858,ASMNOA01
116858,NOA01ASM
166000,BT02
704,MONT
22938,15320
26859,5800
31075,48176
126026,DV1026
126026,SG_B01N4GT2IG_US
195518,026PLG
172505,55116G
38032,RGS0802
31745,352
31745,352RGG
5767,0655132002202
5767,220RGG
166923,na
154539,2848
3627,853362000016
3627,100
5106,"RIO 299"
5106,299RGG
68227,ASMFABU01
68227,FAB01US
124390,330277
139572,EAG01410
139572,101410N
154600,DDT01US
154600,DDT01
155822,51070G
41452,FFGCT20
41452,CT20
50748,FFGCT28
50748,CT28
25948,FER104
25948,NA
38677,PIT004
38677,PIT005
61882,FFGCT32E
61882,CT32e
67001,FFGCT35
67001,CT35
41393,FFGCT12E
41393,CT12e
96939,FFGCT12E
96939,CT12e
21059,HEI00124
21059,HE124
118000,70960
118000,"ZMG 70960"
143147,AMMIN
236360,1
236360,SDGJABON001
270168,PBG60030EN
917,40073
917,40073S5
58182,1120
37982,MVGGD01
122943,DRFSNS
143075,"BSG 1301"
147949,331764
213631,02006
247984,DLP01018
11634,695140
206244,RGS00558
175634,STG09902
107463,HEL01
107463,HELP01ASM
172543,50041
172543,50041QNG
85243,442F
85243,442RGG
41372,CGF00006
137140,52200G
185344,ILO015DK
215482,10495
9616,8730
9616,08730
152767,GFG08429
9473,27152
9473,21RGG
49096,na
49096,YMG026
3405,RRG985
18265,0655132002189
18265,218
27884,1
27884,WIZ1311
39080,631080088901
196612,L99DLPTC
196612,60644
299074,RGS02071
9653,BAN02
30933,BAN03
15158,88122
285535,305283
83697,123
247720,22160099
169814,na
4491,FFGTJ10
12350,OOC0802
196712,OOC0802
128554,SG8009
128554,8009SG
1589,"ADB 5501"
143176,ST4GAMSW_24193
147930,GA004
122599,HE536
1881,00307100
2025,4250231703232
2025,51810G
25677,2FS00007
28717,51010
1126,SJG
20545,318
20545,SS-GMW-318
141090,SPW50103
181761,na
25794,255100000
160968,5417
8522,9781556346101
8522,1430
13121,4511894
15738,TLC02103
15738,2103
450,Octi-NA
450,FOX-OCTI
102897,NA
193693,OSPOSG280
193693,9781472817280
5478,FOX-SMART
5478,FOX-310048
148231,MATSCOR1
152847,PB1145
152847,IEL51145
176435,485012
55763,"26 514 5"
55763,26514
85105,"ZMG 7071"
157912,APE1600
247313,267897
5393,OTB8888
11104,"MFG PHA0523"
11104,4099210
30024,BGL0046
30024,BGL-0046
31621,Blank
31621,ASI5772
65313,WOG048
153238,SSG003
220778,51408
234120,8036SG
35964,APE00701
35964,APE0701
129382,GEG111
147768,240101CGE
254189,USOQZ004494
6607,SJG01412
6607,1412
58329,19002
145493,GKG701
12318,01859LG
66798,601131200
66798,ZOCH601131200
108637,FYX001
137406,61111
137406,QUG61111
1475,G9-4RPZ-BJ7G
1475,66
36297,na
173804,WOE001
173804,SG_B01BDPTT5W_US
183150,EAG01824
102835,na
106753,00580
137744,332397
165959,na
172154,"AYF 5410 Exp"
65272,CYMU01
180236,47248
250843,CMND1214
23657,4358
119265,PGU5452G
163,CFX43
509,682118
168882,08001
285976,E9C51736BC
1300,6019
67910,"23298 7"
8063,00001
29095,760011
29095,BL08
32391,760011
32391,BL08
454,DO016
60056,DO016
38437,3593
40843,E1014050
40843,12
15953,"FFG WW-03"
118402,060911
118402,QUG60911
128898,PSUPAN05
193739,4005SG
145040,51061G
154659,214JPG
139630,PSISG7030
129944,RNR00500
129944,875
247324,ATL01
247324,B07BHM2P8D
186145,A2043
293,601120100
125924,NSG400
30379,4260070350191
30379,RIO-365
130499,na
165657,7880152
65889,MT-7CS
24396,29942
133956,na
215287,PLE66203
212566,LRBCAG10
212566,LRBGCHG5
2043,015320
2043,"01 532"
259082,C2125
2448,4426
2448,4426-06
31808,244
31808,SS-GMW-244
102897,5TH2002
87893,031212-59751-Q
87893,7114
160154,827IDW
2593,50100
21385,CARC06
2987,CRI01
16395,523
209716,GURUEDG001
182074,ARG0019
32646,4260133333093
32646,PG309
52328,1016
52328,WYR1016
189422,6890
166170,EI-3451
169045,18838
169045,6029889
3943,17110G
3943,17212G
155911,42808
163696,FFGD3417
169146,-
19,MFG4104
19,5510858
118337,Urbanization
139993,6112
139993,06112
42047,"FFP 0203"
2998,GMT0111
34659,GMT1013
20494,"TLC 2008"
20494,TLC2008
142432,PJBO04USASM
142432,CONT01
28834,40837
133500,HE468
172620,HE759_SML
206989,FFGD2529
303648,26946
2025,SJG01901
2025,1901SJG
141087,SPW50093
141087,Q50093
212399,FFGD2531
219662,FFGD2547
4327,"EGD 2725"
4327,M&L
13328,ADE0CHR01ML
38355,P411100
197895,FOX-PUPPY-BIL
178656,6315
293531,POP00390
138973,na
185104,44062
185104,WIN44062
22420,FFGBattlesofNapoleon
22420,BN01
7707,0655132002301
7707,230RGG
180595,"692490 (AmazonDe/KTYF5)"
180595,692490
118614,RIO475
24878,RRKHATT01
37696,1432SJG
128698,WGG01225
276004,AAX6001
124486,FFGDU22
8098,JS01B
943,01202
943,1202
394,KAH01
4040,4420
4040,4420-06
6535,284247
14423,"TRE 60800"
14423,675
41392,FFGCT16E
41451,CT20E
41458,FFGCT22E
41458,CT22e
41459,FFGCT23E
41459,CT23e
51314,FFGCT27
51314,CT27
56342,SJG01397
127667,FFGCT59
127667,CT59
29095,446
94633,ZE1001
6841,1
6841,40110
156407,ROOM02
185295,20069302
185351,20069289
185353,20069287
23741,UPI49100
20436,566002
31575,555-A4
31575,WTC42099
221599,TNU001
2946,01857
181494,CVLIZ
144529,POP00324
154416,331053
178862,FFGD2636
249830,HSMEGS040BO
368,na
170430,EAG01498
218376,IHD104
126404,GSUH1610
115233,320
139032,DYS101
186323,"FOG 501"
56835,1004TTT
183959,LATICE-FE
119472,51016
150485,RGS02117
46290,IMPBPN8003
136117,A0024
136117,16591
148040,FBA_21470
148040,21470
723,#4440
136977,IMG2248
280191,692568
467,1902
4122,38194103
123828,10619
123828,37083103
182532,6026256
633,MFG00493
633,MFG0493
10206,26449
72766,FFGTY03
72766,TY03
82423,SWSSFKPHG
82423,PH1622
137396,6108
181228,692396
12248,19090
12248,4099208
181501,IRG15
34864,5513693
34010,MFG3306
134815,6213-04
118330,459
40958,9950
255207,17285G
7972,692629
18723,UBIOS01
21550,514
29972,BGRGGMetropolys
205078,APR178551
354,622.004.2
354,03810
1403,AMMOUT
24827,0681706040486
24827,4048
30658,8717249193326
38343,UBIAD01
21920,EDVLEONA
559,332039
559,43RGG
27848,BGCONAN
38531,CWIPowerboats
38531,CWA-POW01
65907,MY01
10997,FV01
21654,IL01
4249,EJFCIAOD
14808,21423
6264,622.072.4
6264,4930
136585,A2541E240
136585,A2541E24
140997,002358
66354,5010994392307
66354,46808100
11231,6050
16144,PLE22100
16144,697349
26472,PLB503
55705,SOP19232
165556,26614
104633,60681
104633,QUG60681
633,JEELIXIR
633,EX01
20660,62603160
20660,17214G
36745,699390
36745,6993900
85652,DWRB02
85652,DWRB01
173115,MON01MF
684,434156
684,000246
3394,5010994229450
3394,40048100
7098,051100011100
7098,00011100
8633,5010994271930
8633,40227100
30909,HEI00126
150298,GRL1010
5259,8507
235451,GWL-110
146963,DRF04
107863,QUG60851
107863,60721ASMQ
132150,61023QUG
96749,GMT1215
23263,7718940
23263,42645
158595,6992840
37008,180
37008,HE180
175989,ZRPE001
7972,0655132002325
7972,232RGG
18803,MOS00364
34869,"ZMG 7030-E"
67181,ASMPIX01
67181,PIX01ASM
164917,EVSWTB001
169018,HSCP040BO
38896,ABA04081
40635,ABA04092
27800,UBIMA01
169017,HSCN070BO
172410,"Flea Market"
286021,UBG002
11415,4000
11415,819787
333139,FIE
193840,SG-2013
2206,na
6368,262656
6368,26265
215286,901
3651,54010G
6113,54120G
20494,54040G
41860,6079
141035,STG02008
153517,4819311
165959,ARCG001
353,MA10
485,153
485,153RGG
6388,"GST MST ZP01"
125609,330278
125006,7001SG
98366,FFGCT13E
232298,FRG00008
140,001012
891,16577991
18803,-
8569,332316
8569,3100TLC
220266,17275G
31005,WOC42623007
31005,62034
146473,20950
147021,HW81122
4969,MTB04235
29109,UBIDU01
29095,FFGBL08F
32391,FFGBL08F
29423,FFGBL04F
30231,BL06
153601,4208-03
63539,330424
63539,DVG9200
285,AVH6500
13375,"2027 1"
21293,26398
237715,303631
194414,CS00312
152952,CZE01780
28100,TTDC-03
55279,CYT11070
55279,11070
6420,16515
11618,102020
11618,102020001.900E
155739,A2092
216733,LBGFB001
127,1
85394,"The Last Banquet"
85394,HE422
149743,4658
14087,E1013589
14087,17141G
22263,17160G
27767,17165G
21804,4617622
21804,4350
38657,ZMG4069
38657,4069
28705,"OTL 400"
28705,PBB002
227944,879684
8204,U1-TCEC-L5ZW
8204,40390
104655,4300
160784,GCG001
24693,na
24693,APL0038
62214,183572
128252,183572
23334,615.095.6
23334,10103
16498,7005
87141,"IMP VCT1000"
17526,19341
98529,360750
95810,47098
95810,18300
1761,MLB4112
1761,4112
150485,995639
190409,B2360
19736,2759152
19737,690922
19739,690816
19740,690939
1502,604.318.3
1502,14313185
11618,03805
19578,K8822
32683,K8822
32391,480
237439,4052-06
1420,HGA062
105060,5529SJG
120,"UBR 112"
23375,241
23375,0241TSL
123406,na
155529,669165006786
155529,2815
38196,1
38196,7065
17027,47110
17027,697152
123160,RBG0001
38025,51901G
38025,HE168
54475,HE303
1417,011013
2797,UBICL02
2797,1333
333,30225
259994,GSUSPK2205EC
239827,204591_SML
239827,TGW025_SML
303881,52150000
89915,49009
10537,401
10537,GW00401
86049,2
14533,200289
20435,200462
848,10281
13767,RK1346
13767,J5804-0
238412,1
57163,9023
57163,5511216
460,GAW01025
333,na
166922,JPG42010
166924,JPG42013
166925,JPG42006
14533,849456
20435,430070041
20435,DT04US
1417,MFG00463
1417,MF0463
18731,10904
18731,9504906000
49,0655132001151
49,115RGG
155681,na
155681,"Home & School Edition"
333,1196
337,RGG213
1038,FBA_15400
1038,1026
169341,NSD0301
22826,MC01
214146,5399871495
256951,FRG00015
136420,710934
238912,FEB180490
170813,HUT647182
170813,647182
29456,PIP60005
153545,R9004
41372,CGF006
5117,RIO193
2294,1024
66193,QNGItHappens
66193,70101QUG
185441,3969
141725,01145
141725,01138
24410,S9GER10003
7720,4099212
134255,A2845
18755,FBA_B7063
28250,BL02
28260,DOW7606
28260,BL03
112772,FFGCT53
112772,CT53
166918,na
166920,na
166925,na
47400,60528
3540,20014
29423,445
51811,DOM03
66098,DOM04
40214,3558380004899
40804,NA
109105,QUG6089
2001,73013780
102681,BG21
40629,ASMBakong
159227,5878
159611,DJ08551
218719,302200
31258,TH06
161936,PANR
161936,ZM7171
21371,139521
2940,SEH
6420,609.087.3
6420,03802
26604,1
26604,IG-FBAL
268554,C2131100
195205,789-166-778
9516,800
172837,EAG01530
16380,1
274906,4090-CS-BsG1
274906,TEE4090
105624,na
30930,BEZAMEU
172562,FBA_JPG42095
172562,JPG42095
22338,XXX_B000HD19DM
146104,332100
168582,na
159406,ST4GAMPTUCAG_23387
22889,5010994291747
22889,40202100
11466,21457
172386,27414
215,8092
215,08092
144344,102304
59936,MNIBM100
83538,FRD101278N
16226,0655132002653
16226,265RGG
276025,1
144592,BRU01ASM
144592,BRU01
129974,GW40-15-60
137238,8011SG
159202,G0990038
13071,ASMAGE01
13071,AGE01US
166532,10120
183344,300967
192352,30050
69356,PGS101
158760,659390060608
30232,BL07F
177499,WWE01
184383,22477
184383,022477
204305,ADEEESCSH03
204305,EESCSH03
17931,P20037
168785,1984
184729,1985
137404,QUG61051
165477,20041QNG
165477,Q20041
58192,5003
107029,32730100
260062,C0433102
38947,25737
5412,1080
226454,ZM012
226454,ZMG012
71034,FFGCT37
71034,CT37
93257,FFGCT44
93257,CT44
32114,11040
313817,AW06HNAWG
313817,AWGAW06HN
134255,HASA2845
145259,A4843E24
32678,"ASM HIK01US"
32678,HIK01US
19578,H1313
94724,FNFTBIUS01
162367,AREHOGA001
158568,6899317
146707,LPL1001
146707,1001
198961,BOX-01239
152761,SJ-052
152761,00820
149112,illustrations
5445,YEV-460
5445,14035
16420,40900
11231,am5920
11231,5920
10445,966950
135530,WOG-085
2750,4620
40629,BAK01
40629,BAK01US
16226,690021
35339,28000
35339,601128000
289363,10V61114947V10
10072,51105
30166,SJG01486
103847,SJG01486
42731,LLP-1012
4040,4418-04
144873,PAI6003
27520,BEZMSGS
23919,MFG04504
23919,MF4504
76551,PLF200
76551,SG_B00BPYEH3Q_US
39832,na
179350,PCGD0001
186772,634482718766
223601,WZK72523
223601,WK72523
148271,GALKMET
148271,GA003
23919,MFG4504-0000
3656,80610
29109,FFGDU01
25986,NICKB06
19578,27084450545
19578,K8837
32683,27084450545
32683,K8837
142364,IRGIG10
42368,1
38577,5010994397487
38577,04351100
14356,MIN003
25947,MIN004
181228,CG-EN03ASM
181228,CG03
184108,A2574
145328,WIMO43256
145328,43256
155914,247TOYS041
155849,482127
155833,21203
51314,27
51314,FFGCT27P
60232,FFGCT29
60232,CT29
100245,CT15e
11760,4461
140650,1101
140650,88111
143967,1103
143967,88113
146624,88131
154976,88132
142303,FRDEGL101414
27959,1800
230961,SFGB03-032
184293,040905041077
184293,05041
128098,MFG04862
128098,"MFG 4862"
124601,AEG5305
124601,5305AEG
168,MFG1040
168,MFG01040
18626,UBIRU04
18626,VA13
23513,VA36
254193,55594
186208,PNCPM01
3864,WZK2200EU
3864,WK0220
134466,4115
149972,1414
1408,7015
10206,26344
10206,PZ043151
7334,4241
214933,GMC10
236178,MIDIVEN100SPG
124958,na
153484,6021920
268692,88-01_alt
103922,699567
71897,Pet-8681
71897,101
157907,27381
191191,29908
31435,PIP60002
17136,BP40101
41258,M1282
2972,"EGD 2664"
2972,FB
157506,HA-569
157506,5693
33383,4029518101067
33383,10106
